symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27987,0.27978,0.27987,0.27968,,160835.15296,359650.0,100621.19782,581,1771187940000
IOSTUSDT,0.001261,0.001261,0.001261,0.001261,,264.001699,0.0,0.0,8,1771187940000
CRVUSDT,0.25,0.249,0.25,0.249,,8052.7923,879.3,219.825,32,1771187940000
XTZUSDT,0.398,0.398,0.399,0.398,,16001.2703,40037.5,15974.9625,61,1771187940000
ATOMUSDT,2.123,2.121,2.125,2.121,,16584.37769,5182.5,11006.79819,162,1771187940000
RLCUSDT,0.4468,0.4464,0.4468,0.4464,,631.08862,1221.6,545.56656,29,1771187940000
THETAUSDT,0.2072,0.2072,0.2074,0.2071,,3940.78774,7840.6,1625.71071,73,1771187940000
ALGOUSDT,0.0952,0.0951,0.0953,0.0951,,4623.20686,5139.9,489.3477,51,1771187940000
DOGEUSDT,0.10311,0.103,0.10318,0.103,,513086.55122,2400470.0,247568.6978,1328,1771187940000
TRBUSDT,15.461,15.452,15.467,15.452,,6474.5561,97.6,1509.1698,135,1771187940000
SNXUSDT,0.288,0.287,0.288,0.287,,696.8902,2350.2,676.8576,19,1771187940000
BCHUSDT,554.43,554.13,554.7,554.13,,44970.01588,28.807,15973.91446,357,1771187940000
KNCUSDT,0.1409,0.141,0.141,0.1409,,1524.2025,6194.0,873.354,38,1771187940000
YFIUSDT,2843.0,2842.0,2844.0,2842.0,,2294.488,0.585,1663.48,86,1771187940000
ZRXUSDT,0.1081,0.1081,0.1082,0.108,,1846.99105,8885.5,961.3137,36,1771187940000
ETHUSDT,1953.84,1953.78,1958.1,1953.77,,16629464.17864,5902.417,11547637.18125,10032,1771187940000
BATUSDT,0.1289,0.1289,0.129,0.1289,,2586.88194,5421.1,699.3219,54,1771187940000
SUSHIUSDT,0.2067,0.2067,0.2069,0.2067,,1408.5192,4107.0,849.5922,26,1771187940000
ADAUSDT,0.2799,0.2795,0.2801,0.2795,,130191.0609,221111.0,61894.2131,307,1771187940000
ZILUSDT,0.0043,0.00429,0.0043,0.00429,,8343.59729,1089169.0,4683.4267,86,1771187940000
ONTUSDT,0.0459,0.0459,0.0459,0.0459,,2106.80082,45277.4,2078.23266,37,1771187940000
ETCUSDT,8.681,8.677,8.685,8.677,,16602.41866,708.19,6149.35385,109,1771187940000
QTUMUSDT,0.979,0.977,0.979,0.977,,884.4595,367.9,360.1741,33,1771187940000
